"rn","ec","eq","way","ko","symbol","name","map","md"
"R00586","2.3.1.30","L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA","Bidirectional","K00640","cysE","serine O-acetyltransferase [EC:2.3.1.30]","map00920","M00021"
"R00586","2.3.1.30","L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA","Bidirectional","K23304","cysE","serine O-acetyltransferase [EC:2.3.1.30]","map00920","M00021"
"R00897","2.5.1.47, 2.5.1.65","O-Acetyl-L-serine + Hydrogen sulfide <=> L-Cysteine + Acetate","Bidirectional","K01738","cysK","cysteine synthase [EC:2.5.1.47]","map00920","M00021"
"R00897","2.5.1.47, 2.5.1.65","O-Acetyl-L-serine + Hydrogen sulfide <=> L-Cysteine + Acetate","Bidirectional","K13034","ATCYSC1","L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]","map00920","M00021"
"R00897","2.5.1.47, 2.5.1.65","O-Acetyl-L-serine + Hydrogen sulfide <=> L-Cysteine + Acetate","Bidirectional","K17069","MET17","O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]","map00920","M00021"
"R00529","2.7.7.4","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Bidirectional","K00955, K00957","cysNC, cysD","bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25], sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]","map00920","M00176"
"R00858","1.8.1.2","Hydrogen sulfide + 3 NADP+ + 3 H2O <=> Sulfite + 3 NADPH + 3 H+","Bidirectional","K00380, K00381","cysJ, cysI","sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2], sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]","map00920","M00176"
"R02021","1.8.4.8","Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate","Bidirectional","K00390","cysH","phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","map00920","M00176"
"R00859","1.8.7.1","Hydrogen sulfide + 6 Oxidized ferredoxin + 3 H2O <=> Sulfite + 6 Reduced ferredoxin + 6 H+","Bidirectional","K00392","sir","sulfite reductase (ferredoxin) [EC:1.8.7.1]","map00920","M00176, M00987"
"R10151","","Thiosulfate + 5 H2O + 8 Ferricytochrome c <=> 2 Sulfate + 8 Ferrocytochrome c + 10 H+","Bidirectional","K17222, K17223, K17224, K17226, K17227","soxA, soxX, soxB, soxY, soxZ","L-cysteine S-thiosulfotransferase [EC:2.8.5.2], S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20], sulfur-oxidizing protein SoxY, sulfur-oxidizing protein SoxZ","map00920","M00595"
"R00295","1.8.1.22","Trithionate + HO- + NAD+ + 2 H2O <=> 3 HSO3- + NADH + H+","Bidirectional","K11180, K11181","dsrA, dsrB","dissimilatory sulfite reductase alpha subunit [EC:1.8.1.22], dissimilatory sulfite reductase beta subunit [EC:1.8.1.22]","map00920","M00596"
"R00529","2.7.7.4","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Bidirectional","K00958","sat","sulfate adenylyltransferase [EC:2.7.7.4]","map00920","M00596"
"R00861","1.8.1.22","Protein-trisulfide + NAD+ + 3 H2O <=> Protein dithiol + Sulfite + NADH + H+","Bidirectional","K11180, K11181","dsrA, dsrB","dissimilatory sulfite reductase alpha subunit [EC:1.8.1.22], dissimilatory sulfite reductase beta subunit [EC:1.8.1.22]","map00920","M00596"
"R08553","1.8.99.2","AMP + Sulfite + FAD <=> Adenylyl sulfate + FADH2","Bidirectional","K00394, K00395","aprA, aprB","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","map00920","M00596"
"R13227","1.8.5.10","Hydrogen sulfide + Protein dithiol + 2 p-Benzoquinone <=> Protein-trisulfide + 2 Hydroquinone","Bidirectional","K27187, K27188, K27189, K27190, K27191","dsrM, dsrK, dsrJ, dsrO, dsrP","[DsrC]-trisulfide reductase subunit M [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit K [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit J, [DsrC]-trisulfide reductase subunit O, [DsrC]-trisulfide reductase subunit P","map00920","M00596"
"R00029","1.8.2.2","2 Thiosulfate + 2 Ferricytochrome c <=> Tetrathionate + 2 Ferrocytochrome c","Bidirectional","K19713","tsdA","thiosulfate dehydrogenase [EC:1.8.2.2]","map00920","M00984"
"R07177","1.8.5.2","2 Thiosulfate + Decylubiquinone <=> Tetrathionate + Decylubiquinol","Bidirectional","K05908","doxDA","thiosulfate dehydrogenase (quinone) [EC:1.8.5.2]","map00920","M00984"
"R07177","1.8.5.2","2 Thiosulfate + Decylubiquinone <=> Tetrathionate + Decylubiquinol","Bidirectional","K16937, K16936","doxD, doxA","thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2], thiosulfate dehydrogenase (quinone) small subunit [EC:1.8.5.2]","map00920","M00984"
"R13400","","Tetrathionate + H2O <=> Thiosulfate + Sulfur + Sulfate + H+","Bidirectional","K27925","tetH","tetrathionate hydrolase [EC:3.12.1.-]","map00920","M00984"
"R09499","1.8.2.3","Hydrogen sulfide + 2 Ferricytochrome c <=> Sulfur + 2 Ferrocytochrome c + 2 H+","Bidirectional","K17229, K17230","fccB, fccA","sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3], cytochrome subunit of sulfide dehydrogenase","map00920","M00985"
"R03533","","Sulfur + Reduced acceptor <=> Hydrogen sulfide + Acceptor","Bidirectional","K17219, K17220, K17221","sreA, sreB, sreC","sulfur reductase molybdopterin subunit, sulfur reductase FeS subunit, sulfur reductase membrane anchor","map00920","M00986"
"R10419","1.8.1.18","Hydrogen sulfide + NAD+ <=> Sulfur + NADH + H+","Bidirectional","K18367","CoADR","CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","map00920","M00986"
"R10438","1.8.1.18","Hydrogen sulfide + NADP+ <=> Sulfur + NADPH + H+","Bidirectional","K18367","CoADR","CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","map00920","M00986"
"R00509","2.7.1.25","ATP + Adenylyl sulfate <=> ADP + 3'-Phosphoadenylyl sulfate","Bidirectional","K13811","PAPSS","3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","map00920","M00987"
"R00529","2.7.7.4","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Bidirectional","K13811","PAPSS","3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","map00920","M00987"
"R05717","1.8.4.9","AMP + Sulfite + Glutathione disulfide <=> Adenylyl sulfate + 2 Glutathione","Bidirectional","K05907","APR","adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9]","map00920","M00987"
"R10333","2.1.1.269","S,S-Dimethyl-beta-propiothetin + Tetrahydrofolate <=> 3-(Methylthio)propanoate + 5-Methyltetrahydrofolate","Bidirectional","K17486","dmdA","dimethylsulfoniopropionate demethylase [EC:2.1.1.269]","map00920","M00990"
"R10820","6.2.1.44","ATP + 3-(Methylthio)propanoate + CoA <=> AMP + Diphosphate + 3-(Methylthio)propanoyl-CoA","Bidirectional","K20034","dmdB","3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]","map00920","M00990"
"R10936","4.2.1.155","3-(Methylthio)acryloyl-CoA + 2 H2O <=> Acetaldehyde + Methanethiol + CoA + CO2","Bidirectional","K20036","dmdD","(methylthio)acryloyl-CoA hydratase [EC:4.2.1.155]","map00920","M00990"
"R11130","1.3.99.41","3-(Methylthio)propanoyl-CoA + Acceptor <=> 3-(Methylthio)acryloyl-CoA + Reduced acceptor","Bidirectional","K20035","dmdC","3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]","map00920","M00990"
"R13452","","S,S-Dimethyl-beta-propiothetin + H2O <=> Dimethyl sulfide + 3-Hydroxypropanoate","Bidirectional","K28073","dddD","DMSP lyase","map00920","M00991"
"R02574","4.4.1.3","S,S-Dimethyl-beta-propiothetin <=> Dimethyl sulfide + Acrylic acid","Bidirectional","K28069","dddY","dimethylpropiothetin dethiomethylase [EC:4.4.1.3]","map00920","M00992"
"R13454","","Acrylic acid <=> Propenoyl-CoA","Bidirectional","K28070","acuN","CoA transferase","map00920","M00992"
"R13455","","Propenoyl-CoA <=> 3-Hydroxypropanoate","Bidirectional","K28071","acuK","CoA hydratase","map00920","M00992"
"R13453","","S,S-Dimethyl-beta-propiothetin + ATP + CoA <=> Dimethyl sulfide + Propenoyl-CoA + ADP + Orthophosphate","Bidirectional","K28072","dddX","DMSP lyase","map00920","M00993"
"R00508","3.1.3.7","3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate","Bidirectional","K01082","cysQ","3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]","map00920","NA"
"R00508","3.1.3.7","3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate","Bidirectional","K06881","nrnA","bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]","map00920","NA"
"R00508","3.1.3.7","3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate","Bidirectional","K15422","SAL","3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]","map00920","NA"
"R00508","3.1.3.7","3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate","Bidirectional","K15759","IMPAD1","Golgi-resident PAP phosphatase [EC:3.1.3.7]","map00920","NA"
